code,name,market,sector,industry
069730,DSR제강,KOSPI,,
001620,케이비아이동국실업,KOSPI,,
012160,영흥,KOSPI,,
009835,한화솔루션우,KOSPI,,
023350,한국종합기술,KOSPI,,
007610,선도전기,KOSPI,,
001465,BYC우,KOSPI,,
45014K,코오롱모빌리티그룹우,KOSPI,,
008870,금비,KOSPI,,
011420,갤럭시아에스엠,KOSPI,,
002410,범양건영,KOSPI,,
006980,우성,KOSPI,,
002880,대유에이텍,KOSPI,,
006125,SK디스커버리우,KOSPI,,
118000,메타케어,KOSPI,,
008250,이건산업,KOSPI,,
090080,평화산업,KOSPI,,
025750,한솔홈데코,KOSPI,,
093240,형지엘리트,KOSPI,,
004870,티웨이홀딩스,KOSPI,,
021050,서원,KOSPI,,
027740,마니커,KOSPI,,
003475,유안타증권우,KOSPI,,
010600,웰바이오텍,KOSPI,,
006740,블루산업개발,KOSPI,,
357430,마스턴프리미어리츠,KOSPI,,
37550K,DL이앤씨우,KOSPI,,
003465,유화증권우,KOSPI,,
000760,이화산업,KOSPI,,
465770,STX그린로지스,KOSPI,,
012280,영화금속,KOSPI,,
009320,아진전자부품,KOSPI,,
020760,일진디스플,KOSPI,,
145270,케이탑리츠,KOSPI,,
023960,에쓰씨엔지니어링,KOSPI,,
109070,주성코퍼레이션,KOSPI,,
092780,DYP,KOSPI,,
002360,SH에너지화학,KOSPI,,
134790,시디즈,KOSPI,,
000215,DL우,KOSPI,,
000040,KR모터스,KOSPI,,
071950,코아스,KOSPI,,
308170,씨티알모빌리티,KOSPI,,
008420,문배철강,KOSPI,,
002870,신풍,KOSPI,,
019490,엑시큐어하이트론,KOSPI,,
026940,부국철강,KOSPI,,
009810,플레이그램,KOSPI,,
012200,계양전기,KOSPI,,
011090,에넥스,KOSPI,,
001210,금호전기,KOSPI,,
003535,한화투자증권우,KOSPI,,
014130,한익스프레스,KOSPI,,
010640,진양폴리,KOSPI,,
005030,부산주공,KOSPI,,
005360,모나미,KOSPI,,
023150,MH에탄올,KOSPI,,
049800,우진플라임,KOSPI,,
074610,이엔플러스,KOSPI,,
006570,대림통상,KOSPI,,
090370,메타랩스,KOSPI,,
446070,유니드비티플러스,KOSPI,,
33637K,솔루스첨단소재1우,KOSPI,,
002420,세기상사,KOSPI,,
001070,대한방직,KOSPI,,
33626L,두산퓨얼셀2우B,KOSPI,,
003680,한성기업,KOSPI,,
005820,원림,KOSPI,,
145210,다이나믹디자인,KOSPI,,
013000,세우글로벌,KOSPI,,
004365,세방우,KOSPI,,
033250,체시스,KOSPI,,
001140,국보,KOSPI,,
002690,동일제강,KOSPI,,
005320,온타이드,KOSPI,,
007815,코리아써우,KOSPI,,
009140,경인전자,KOSPI,,
004270,남성,KOSPI,,
006200,한국전자홀딩스,KOSPI,,
35320K,대덕전자1우,KOSPI,,
010400,우진아이엔에스,KOSPI,,
009460,한창제지,KOSPI,,
002820,SUN&L,KOSPI,,
143210,핸즈코퍼레이션,KOSPI,,
024890,대원화성,KOSPI,,
024070,WISCOM,KOSPI,,
069640,한세엠케이,KOSPI,,
002070,비비안,KOSPI,,
008775,호텔신라우,KOSPI,,
030720,동원수산,KOSPI,,
002025,코오롱우,KOSPI,,
044380,주연테크,KOSPI,,
003495,대한항공우,KOSPI,,
015020,이스타코,KOSPI,,
084870,TBH글로벌,KOSPI,,
005110,한창,KOSPI,,
002210,동성제약,KOSPI,,
001420,태원물산,KOSPI,,
088790,진도,KOSPI,,
014910,성문전자,KOSPI,,
002355,넥센타이어1우B,KOSPI,,
019685,대교우B,KOSPI,,
007120,미래아이앤지,KOSPI,,
00499K,롯데지주우,KOSPI,,
001685,대상우,KOSPI,,
008600,윌비스,KOSPI,,
008500,일정실업,KOSPI,,
001770,SHD,KOSPI,,
005257,녹십자홀딩스2우,KOSPI,,
015260,에이엔피,KOSPI,,
009310,참엔지니어링,KOSPI,,
012170,아센디오,KOSPI,,
025890,한국주강,KOSPI,,
18064K,한진칼우,KOSPI,,
108675,LX하우시스우,KOSPI,,
009440,KC그린홀딩스,KOSPI,,
000087,하이트진로2우B,KOSPI,,
005725,넥센우,KOSPI,,
001795,대한제당우,KOSPI,,
204210,스타에스엠리츠,KOSPI,,
152550,한국ANKOR유전,KOSPI,,
145995,삼양사우,KOSPI,,
33637L,솔루스첨단소재2우B,KOSPI,,
140910,에이리츠,KOSPI,,
004255,NPC우,KOSPI,,
084695,대상홀딩스우,KOSPI,,
001067,JW중외제약2우B,KOSPI,,
38380K,LX홀딩스1우,KOSPI,,
004105,태양금속우,KOSPI,,
003075,코오롱글로벌우,KOSPI,,
00806K,대덕1우,KOSPI,,
000225,유유제약1우,KOSPI,,
004835,덕성우,KOSPI,,
001065,JW중외제약우,KOSPI,,
001755,한양증권우,KOSPI,,
006345,대원전선우,KOSPI,,
001515,SK증권우,KOSPI,,
004985,성신양회우,KOSPI,,
000325,노루홀딩스우,KOSPI,,
26490K,크라운제과우,KOSPI,,
00781K,코리아써키트2우B,KOSPI,,
014285,금강공업우,KOSPI,,
090355,노루페인트우,KOSPI,,
45226K,한화갤러리아우,KOSPI,,
000145,하이트진로홀딩스우,KOSPI,,
36328K,티와이홀딩스우,KOSPI,,
007575,일양약품우,KOSPI,,
000545,흥국화재우,KOSPI,,
005745,크라운해태홀딩스우,KOSPI,,
014825,동원시스템즈우,KOSPI,,
005965,동부건설우,KOSPI,,
009415,태영건설우,KOSPI,,
002995,금호건설우,KOSPI,,
004545,깨끗한나라우,KOSPI,,
008355,남선알미우,KOSPI,,
012205,계양전기우,KOSPI,,
002785,진흥기업우B,KOSPI,,
001525,동양우,KOSPI,,
000227,유유제약2우B,KOSPI,,
011155,CJ씨푸드1우,KOSPI,,
001527,동양2우B,KOSPI,,
004415,서울식품우,KOSPI,,
014915,성문전자우,KOSPI,,
002787,진흥기업2우B,KOSPI,,
